RegionFull,RegionShort,Department,ProgramType,GrantCode,ContractName,ProgramID,IndicatorName,IndicatorTarget,IndicatorFunction,FunctionLocation,IndicatorParameter,ParameterArgument,Format,ReportingCadence
Los Angeles County,LA,Veterans,Rapid Rehousing Services,560-5,Co-Enrolled VASH RRH,N/A,Moved into Permanent Housing,not specified,move_into_or_exited_permanent_destination,KPI_measures_2024,,,{:.1%},
Los Angeles County,LA,West LA,Rapid Rehousing Services,460-2,Time-Limited Subsidies - Adults - SPA 5,5388,Remained Housed After 6 Months of Housing Placement,0.85,retention,measure_definitions_2024,retention_period,182,{:.1%},
Santa Clara County,SCC,Santa Clara,Site Based Housing & Services,688,Short Doyle Mental Health Services & Supportive Services,N/A,Clients shall remain housed for twelve (12) consecutive months,0.9,retention,measure_definitions_2024,retention_period,182,{:.1%},
Los Angeles County,LA,Veterans,Scattered Site Housing & Services,560,LA SSVF Base,N/A,# of disabled veterans,reporting only,disabled_veteran,KPI_measures_2024,,,{:.1%},
Los Angeles County,LA,Veterans,Scattered Site Housing & Services,570,LA VASH ,N/A,% placed into permanent housing,0.8,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,Veterans,Scattered Site Housing & Services,570,LA VASH ,N/A,% served that are chronically homeless,0.8,chronically_homeless_count,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,Veterans,Scattered Site Housing & Services,570,LA VASH ,N/A,% with negative discharge from housing,0.1,return_to_homelessness,KPI_measures_2024,,,{:.1%},
Los Angeles County,LA,West LA,Housing Navigation Services,460-1,Housing Navigation Individual Adults SPA 5,1771,Completed Housing Stability Plan within 30 days of enrollment,0.8,,,,,{:.1%},
Los Angeles County,LA,West LA,Housing Navigation Services,460-1,Housing Navigation Individual Adults SPA 5,1771,Contracted to Serve,80,active_clients,measure_definitions_2024,,,{:.0f},
Los Angeles County,LA,West LA,Housing Navigation Services,460-1,Housing Navigation Individual Adults SPA 5,1771,Exited to a Permanent Housing Destination or Attained Referral for RRH and/or HSPP,0.6,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,West LA,Outreach Services,"456,461",LAX Outreach,3811,"work with LAC security and public safety to identify, engage and connect with 100% of the people experiencing homelessness at LAX",1,,,,,{:.1%},
Los Angeles County,LA,West LA,Prevention & Diversion Services,460-4,Homeless Prevention Adults SPA 5,2719,Contracted to Serve,47,active_clients,measure_definitions_2024,,,{:.0f},
Los Angeles County,LA,West LA,Prevention & Diversion Services,460-4,Homeless Prevention Adults SPA 5,2719,Exits to Permanent Housing Destination,0.75,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
Santa Clara County,SCC,Santa Clara,Site Based Housing & Services,694,Villas on 4th,816,Clients shall remain housed for twelve (12) consecutive months.,0.9,retention,measure_definitions_2024,retention_period,365,{:.1%},
Los Angeles County,LA,West LA,Rapid Rehousing Services,460-2,Time-Limited Subsidies - Adults - SPA 5,5388,Contracted to Serve,120,active_clients,measure_definitions_2024,,,{:.0f},
Los Angeles County,LA,West LA,Rapid Rehousing Services,460-2,Time-Limited Subsidies - Adults - SPA 5,5388,Exits to Permanent Housing Destination,0.6,percent_exits_to_permanent_destination,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,West LA,Rapid Rehousing Services,460-2,Time-Limited Subsidies - Adults - SPA 5,5388,Increased Income from All Sources,0.15,any_income_increase_counts,measure_definitions_2024,,,{:.1%},
Los Angeles County,LA,West LA,Rapid Rehousing Services,460-2,Time-Limited Subsidies - Adults - SPA 5,5388,Moved Into Housing Within 120 Days of Program Enrollment,0.7,percent_housed_within_x_days,measure_definitions_2024,days,120,{:.1%},
Santa Barbara County,SB,Santa Barbara,Rapid Rehousing Services,862,HUD Coc- RRH,39,None Specified - contract does not include statement of work,not specified,,,,,,
Santa Barbara County,SB,Santa Barbara,Scattered Site Housing & Services,845,SB HUD CoC PSH,297,caseload ratio,12:01,,,,,,
San Diego County,SD,San Diego,Outreach Services,662,SD Coordinated Street Outreach,"791,792",% of engeaged clients exited to permanent housing matched through CES,reporting only,successful_match_to_php_resources,KPI_measures_2024,,,{:.1%},
Santa Clara County,SCC,Santa Clara,Interim Housing Services,681,Evans Lane InterimHousing,1048,Participants residing at the EIH for 30 days or more will report being satisfied with services,0.8,,,,,{:.1%},
Santa Clara County,SCC,Santa Clara,Interim Housing Services,681,Evans Lane InterimHousing,1048,Housing problems solved,10,,,,,{:.0f},
San Diego County,SD,San Diego,Outreach Services,662,SD Coordinated Street Outreach,"791,792",length of time to convert client enrollments into engagements,reporting only,time_to_engage_average_days,KPI_measures_2024,,,{:.0f},
Santa Clara County,SCC,Santa Clara,Interim Housing Services,681,Evans Lane InterimHousing,1048,Total workshops,40,,,,,{:.0f},yearly
Santa Clara County,SCC,Santa Clara,Interim Housing Services,681,Evans Lane InterimHousing,1048,total service sessions,720,,,,,{:.0f},
Santa Clara County,SCC,Santa Clara,Interim Housing Services,681,Evans Lane InterimHousing,1048,meals provided,20000,,,,,"{:,}",
San Diego County,SD,San Diego,Outreach Services,664,SDHC-Multidisciplinary Outreach,1172,average length of time between client enrollment and engagement,reporting only,time_to_engage_average_days,KPI_measures_2024,,,{:.0f},
San Diego County,SD,San Diego,Care Coordination Services,649,C3 Veterans,N/A,"enrolled veterans will have permanent housing within six (6) months ofrelease from custody or program enrollment if referred from the community. If the veteran enters aresidential treatment program upon exitingjail or while in the community, then the enrolled veteran willhave permanent housing within six (6) months of exiting the residential treatment program",0.85,time_to_move_in_average_days,KPI_measures_2024,,,{:.1%},
Santa Clara County,SCC,Santa Clara,Outreach Services,682,San Jose ESG/Outreach,457,Enroll participants in Coordinated Assessment via VI-SPDATcompletion in the field. Enroll homeless people in coordinatedassessment via Vi-SPDAT,0.5,,,,,{:.1%},
Santa Clara County,SCC,Santa Clara,Outreach Services,682,San Jose ESG/Outreach,457,individuals engaged in services via street/encampmentoutreach will complete a VI-SPDAT to identify the individual'svulnerability and service prioritization.,0.75,,,,,{:.1%},
Santa Clara County,SCC,Santa Clara,Outreach Services,682,San Jose ESG/Outreach,457,employees who encounter individuals experiencing opioidoverdose will be Narcan trained and will have access to NarcanNasal Spray,1,,,,,{:.1%},
Santa Clara County,SCC,Santa Clara,Outreach Services,682,San Jose ESG/Outreach,457,Engagement and assessment report - track and assess the homeless population in downtown San Jose and hotspot areas,1,,,,,,
Santa Clara County,SCC,Santa Clara,Outreach Services,682,San Jose ESG/Outreach,457,Library outreach - collaborate with library staff to survey and identify vulnerable homeless individuals and train library staff on outreach techniques to a patron who is experiencing homelessness,2,,,,,{:.0f},yearly
San Diego County,SD,San Diego,Interim Housing Services,"600,601,602,603",SDHC - Interim Housing CDBG/ SDHC - Interim Housing ESG/ SDHC - Interim Housing City General Funds,307,Average Length of Stay for Persons Exiting the Program to Permanent Housing,135,time_to_move_in_average_days,KPI_measures_2024,,,{:.0f},
Santa Clara County,SCC,Santa Clara,Outreach Services,682,San Jose ESG/Outreach,457,Enroll participants in Coordinated Assessment via VI-SPDAT completion in the field,100,,,,,{:.0f},
Santa Clara County,SCC,Santa Clara,Outreach Services,682,San Jose ESG/Outreach,457,"Mobile case management - provide mobile, housing-focused case management and system navigation to support high-needs individuals experiencing a broad range of mental illness, substance use, health, and housing challenges. Mobile case management service involves but is not limited to benefits enrollment, employment search, crisis intervention, medical, mental health, and/or addiction recovery referrals. Defined as an average of 1 hour for each",600,,,,,{:.0f},
Santa Clara County,SCC,Santa Clara,Outreach Services,682,San Jose ESG/Outreach,457,"street-based outreach contact (service transactions delivered to unhoused individuals including but not limited to outreach and engagement, resource provision, shelter referral, VI-SPDAT assessment, etc.)",1000,,,,,"{:,}",
Santa Clara County,SCC,Santa Clara,Outreach Services,683,San Jose ESG/Expanded Outreach,1081,individuals who access case management will be housedby using Problem-Solving Strategies,0.1,,,,,{:.1%},
San Diego County,SD,San Diego,Housing & Landlord Partnerships,607,SDHC Housing Specialist,N/A,Households served,44,active_household,measure_definitions_2024,,,{:.0f},
Santa Clara County,SCC,Santa Clara,Outreach Services,683,San Jose ESG/Expanded Outreach,1081,"50%-20% of individuals who access outreach services will beconnected to behavioral health services, including clinical casemanagement",0.2,,,,,{:.1%},
San Diego County,SD,San Diego,Rapid Rehousing Services,605,SDHC CoC RRH,312,households served,24,active_household,measure_definitions_2024,,,{:.0f},
Santa Clara County,SCC,Santa Clara,Outreach Services,683,San Jose ESG/Expanded Outreach,1081,VI-SPDAT Enrollment. Enroll participants in Coordinated Assessmentvia VI-SPDAT completion in the field,20,,,,,{:.0f},
Santa Barbara County,SB,Santa Barbara,Interim Housing Services,853,County of SB - Shelter Operations,185,Unduplicated number of families served,710,active_household,measure_definitions_2024,,,{:.0f},
Santa Clara County,SCC,Santa Clara,Outreach Services,683,San Jose ESG/Expanded Outreach,1081,VI-SPDAT Enrollment. Enroll participants in Coordinated Assessmentvia VI-SPDAT completion in the field,50,,,,,{:.0f},
Santa Clara County,SCC,Santa Clara,Outreach Services,683,San Jose ESG/Expanded Outreach,1081,"Clinical Case Management. Serve difficult to engage individuals withunder- served healthcare needs who are experiencing homelessness. Conductbiopsychosocial assessments, complete disability benefit applications, andcoordinate care specialized mental health and substance use services.",100,,,,,{:.0f},
Santa Clara County,SCC,Santa Clara,Outreach Services,683,San Jose ESG/Expanded Outreach,1081,"Mobile Case Management. Provide mobile, housing-focused casemanagement and system navigation to support homeless individuals with a broadrange of needs, including housing, health care, mental health care, substance useservices, and benefits advocacy. Provide short-term shelter placements throughmotel vouchers and emergency shelter referrals",250,,,,,{:.0f},
Santa Clara County,SCC,Santa Clara,Outreach Services,683,San Jose ESG/Expanded Outreach,1081,"Outreach Engagement. Using referrals from the City and otherconcerned community stakeholders, conduct mobile outreach at streetencampments, providing field-based case management to unhoused individualsin the area",600,,,,,{:.0f},
Santa Clara County,SCC,Santa Clara,Outreach Services,683,San Jose ESG/Expanded Outreach,1081,unduplicated households,26,active_household,measure_definitions_2024,,,{:.0f},
Santa Clara County,SCC,Santa Clara,Outreach Services,689,Downtown Outreach Expansion,1209,participants receiving case management and/or specialty services willincrease their income by maximizing access to benefits,0.2,,,,,{:.1%},
San Diego County,SD,San Diego,Housing & Landlord Partnerships,607,SDHC Housing Specialist,N/A,income at entry for households and persons served,reporting only,zero_income,KPI_measures_2024,,,"{:,}",
Santa Clara County,SCC,Santa Clara,Outreach Services,689,Downtown Outreach Expansion,1209,Benefits Assessments. Staff will aid participants in increasing their incomeby maximizing access to benefits. Staff will complete benefits assessments andcomplete SSI applications in collaboration with eligible participants.,10,,,,,{:.0f},
San Diego County,SD,San Diego,Site Based Housing & Services,631,East Village (Link) Supportive Housing,666,% with no income from employment at initial move-in  - initial move in,reporting only,zero_income,KPI_measures_2024,,,{:.1%},
Santa Clara County,SCC,Santa Clara,Outreach Services,689,Downtown Outreach Expansion,1209,"Services: Mobile Case Management. Provide mobile, housing-focused case
management and system navigation to support homeless individuals with a broad
range of needs, including, but not limited to, housing, healthcare, mental healthcare,
substance use services, and benefits advocacy. Provide short-term shelter
placements through motel vouchers and emergency shelter referrals",82,,,,,{:.0f},
San Diego County,SD,San Diego,Site Based Housing & Services,631,East Village (Link) Supportive Housing,666,% with no income  - initial move in,reporting only,zero_income,KPI_measures_2024,,,{:.1%},
Santa Clara County,SCC,Santa Clara,Outreach Services,689,Downtown Outreach Expansion,1209,"Services: Clinical Case Management. Conduct biopsychosocial and risk
assessments, and coordinate specialized mental health and substance use services.
Serve difficult-to-engage individuals with underserved healthcare needs who are
experiencing Homelessness.",352,,,,,{:.0f},
Santa Clara County,SCC,Santa Clara,Outreach Services,689,Downtown Outreach Expansion,1209,"Services: Outreach and Engagement. Using referrals from the City and otherconcerned community stakeholders, conduct mobile outreach at street encampments,providing field-based case management to unhoused individuals.",820,,,,,"{:,}",
San Diego County,SD,San Diego,Site Based Housing & Services,631,East Village (Link) Supportive Housing,666,% who have zero income - report annually,reporting only,zero_income,KPI_measures_2024,,,{:.1%},
Santa Clara County,SCC,Santa Clara,Outreach Services,690,San Jose Guadalupe Outreach,1212,"individuals who access outreach services will be connectedto behavioral health services, including clinical case management.",0.3,,,,,{:.1%},
San Diego County,SD,San Diego,Site Based Housing & Services,633,Zephyr Grantville Veterans Grant,549,% who have zero income - report annually,reporting only,zero_income,KPI_measures_2024,,,{:.1%},yearly
San Diego County,SD,San Diego,Site Based Housing & Services,639,Affirmed Connections Services Staffing,N/A,% who have zero income - report annually,reporting only,zero_income,KPI_measures_2024,,,{:.1%},yearly
San Diego County,SD,San Diego,Supportive Services,667,Cypress Services Operating Agreement,N/A,% who have zero income,reporting only,zero_income,KPI_measures_2024,,,{:.1%},yearly
Santa Clara County,SCC,Santa Clara,Outreach Services,690,San Jose Guadalupe Outreach,1212,VI-SPDAT enrollmentUnit of Service: One (1) unit of service is defined as one (1) participant completing a Vi-SDPAT,40,,,,,{:.0f},
Los Angeles County,LA,Permanent Supportive Services,Scattered Site Housing & Services,733,Long Beach Scattered ICMS ,146,Housing Retention Rate at 24 months,0.9,retention,measure_definitions_2024,retention_period,730,{:.1%},
San Diego County,SD,San Diego,Access Center Services,616,SDHC Homelessness Response Center,883,Total households exited from system navigation services to other longer-term housing,reporting only,,,,,{:.0f},
Santa Clara County,SCC,Santa Clara,Outreach Services,690,San Jose Guadalupe Outreach,1212,Specialty ServicesUnit of Service: One (1) unit of service is defined as clinical case management or benefitsspecialist services,500,,,,,{:.0f},
Santa Clara County,SCC,Santa Clara,Outreach Services,690,San Jose Guadalupe Outreach,1212,Street-based Outreach Contacts Unit of Service: One (1) unit of service ismeasured as one point of contact between the outreach staff and a participant,600,,,,,{:.0f},
Santa Clara County,SCC,Santa Clara,Outreach Services,690,San Jose Guadalupe Outreach,1212,Mobile Case M anagementUnit of Service: One (1) unit of service is defined as providing mobile case management.,600,,,,,{:.0f},
Santa Clara County,SCC,Santa Clara,Site Based Housing & Services,688,Short Doyle Mental Health Services & Supportive Services,N/A,clients enrolled in the program shall have access to sufficient resources to meettheir basic needs,0.75,,,,,{:.1%},
Santa Clara County,SCC,Santa Clara,Site Based Housing & Services,688,Short Doyle Mental Health Services & Supportive Services,N/A,Clients in need of behavioral health services shall be referred to and/or assisted toutilize behavioral health services within ninety (90) days of being housed,0.75,,,,,{:.1%},
Santa Clara County,SCC,Santa Clara,Site Based Housing & Services,688,Short Doyle Mental Health Services & Supportive Services,N/A,Clients will have incomes equal to or greater than $850 per month within onehundred eighty (180) days of enrollment in the program,0.75,,,,,{:.1%},
Santa Clara County,SCC,Santa Clara,Site Based Housing & Services,688,Short Doyle Mental Health Services & Supportive Services,N/A,clients enrolled in the program shall work with an Intensive Case Manager to obtainhousing within sixty (60) days of enrollment.,0.8,,,,,{:.1%},
Los Angeles County,LA,Permanent Supportive Services,Site Based Housing & Services,740,Long Beach Family Commons,70,Retention rate,reporting only,retention,measure_definitions_2024,retention_period,182,{:.1%},
Santa Clara County,SCC,Santa Clara,Site Based Housing & Services,688,Short Doyle Mental Health Services & Supportive Services,N/A,Clients enrolled in the program shall be connected to a medical home within sixty(60) days,1,,,,,{:.1%},
Santa Clara County,SCC,Santa Clara,Site Based Housing & Services,688,Short Doyle Mental Health Services & Supportive Services,N/A,Clients with zero income shall apply for public benefits or obtain earned incomewithin sixty (60) days of enrollment.,1,,,,,{:.1%},
Santa Clara County,SCC,Santa Clara,Site Based Housing & Services,694,Villas on 4th,816,Clients shall have incomes equal to or greater than $850 per month within one hundredeighty (180) days of enrollment in supportive housing services,0.7,,,,,{:.1%},
Santa Clara County,SCC,Santa Clara,Site Based Housing & Services,694,Villas on 4th,816,Clients in need of behavioral health services shall be referred to and/or assisted to utilize behavioral health services within ninety (90) days of being housed,0.75,,,,,{:.1%},
Orange County,OC,Orange County,Interim Housing Services,800,"Transitional Housing Services, City of Plancentia",397,of those permanently housed will retain housing for at least one year,0.85,retention,measure_definitions_2024,retention_period,365,{:.1%},
Santa Clara County,SCC,Santa Clara,Site Based Housing & Services,694,Villas on 4th,816,Clients enrolled in supportive housing services shall be connected to a medical homewithin sixty (60) days of enrollment,1,,,,,{:.1%},
Santa Clara County,SCC,Santa Clara,Site Based Housing & Services,694,Villas on 4th,816,Clients with zero income shall apply for public benefits or obtain earned income withinsixty (60) days of enrollment,1,,,,,{:.1%},
Santa Clara County,SCC,Santa Clara,Site Based Housing & Services,693-8,Vela Apartments Supportive Services - Affirmed,1206,No contract in Contract Safe,not specified,,,,,,
